,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
24911,USA,United States of America,Alden Bailey Power Plant,USA0056223,10.9,46.1584,-123.406,Gas,,,,2002.0,Clatskanie Peoples Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49190,2019.0,0.0,0.18718,0.39102,0.01274,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,38.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24916,USA,United States of America,Alexandria,USA0001958,9.2,45.8892,-95.3797,Oil,Gas,,,1964.5217391304348,City of Alexandria - (MN),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12831,2019.0,0.00784,0.00784,0.0,0.0,0.085,0.084,0.066,U.S. Energy Information Administration,,,,,5.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24917,USA,United States of America,Algodones,USA0002475,45.0,35.3844,-106.4642,Gas,Oil,,,1955.6666666666667,Public Service Co of NM,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30271,2019.0,,,,,,,,,,,,,158.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24918,USA,United States of America,Algona,USA0001120,16.1,43.0733,-94.2392,Oil,Gas,,,1982.3229813664595,City of Algona - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12850,2019.0,0.11,0.238,0.077,137.273004,30.472,0.109,0.429,U.S. Energy Information Administration,,,,,9.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24919,USA,United States of America,Algonquin Power Sanger LLC,USA0057564,61.5,36.6842,-119.5522,Gas,,,,2008.8130081300808,Algonquin Power Sanger LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32073,2019.0,138.89,135.389,130.858,120.258,88.624,176.139,74.663,U.S. Energy Information Administration,,,,,216.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24922,USA,United States of America,Algonquin Windsor Locks,USA0010567,71.0,41.9227,-72.6255,Gas,Oil,,,1994.647887323944,Algonquin Windsor Locks LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33200,2019.0,0.0,119.342977,112.013665,140.352212,129.080806,162.12191800000002,124.109564,U.S. Energy Information Administration,,,,,250.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24926,USA,United States of America,Allegany Cogen,USA0007784,67.0,42.5027,-78.0686,Gas,,,,1994.0,Allegany Generating Station  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.372,96.844,106.333,86.953,33.142,36.224,17.817,U.S. Energy Information Administration,,,,,236.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24927,USA,United States of America,Allegheny Energy Units 3 4 & 5,USA0055710,556.0,40.5453,-79.7686,Gas,Oil,,,2003.0,Springdale Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,3493.134,0.0,0.0,0.0,0.0,0.0,4340.792,U.S. Energy Information Administration,,,,,1960.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24933,USA,United States of America,Allen,USA0003393,1791.7000000000007,35.0741,-90.1487,Gas,Oil,,,2001.8481888709032,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34370,2019.0,4293.542978,4204.161024,3132.3809730000003,3480.660013,3301.607003,3038.160998,5842.650000000001,U.S. Energy Information Administration,,,,,6318.42,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24934,USA,United States of America,Allen S King,USA0001915,598.4,45.03,-92.7786,Coal,Oil,Gas,,1958.0,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28231,2019.0,2528.928022,2992.941966,3030.0169650000003,2715.573021,2913.347041,2698.6910470000003,1739.178959,U.S. Energy Information Administration,,,,,2764.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24940,USA,United States of America,Alliance Refinery,USA0052031,25.0,29.6833,-89.975,Gas,,,,1985.68,Phillips 66,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14851,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5791,U.S. Energy Information Administration,,,,,88.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24941,USA,United States of America,Alliant Energy Neenah,USA0055135,371.0,44.1936,-88.5064,Gas,,,,2000.0,Wisconsin Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45189,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,299.592,U.S. Energy Information Administration,,,,,1308.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24942,USA,United States of America,Alliant SBD 8501 Aegon LI,USA0054714,3.1,42.0243,-91.704,Oil,,,,1985.709677419355,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63074,2019.0,0.015,0.012,0.0,0.0,0.0,0.0,0.01666,U.S. Energy Information Administration,,,,,1.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24943,USA,United States of America,Alliant SBD 8601 Quad Graphics,USA0054720,3.6,41.7958,-92.0592,Oil,,,,1990.4444444444448,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,2.1,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24944,USA,United States of America,Alliant SBD 8602 Marion Sub,USA0054716,5.6,42.0289,-91.5975,Oil,,,,1986.0,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63069,2019.0,0.048,0.022,0.022,0.011,0.0,0.0205799999999999,0.02744,U.S. Energy Information Administration,,,,,3.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24945,USA,United States of America,Alliant SBD 9106 Rockwell CR,USA0054717,15.999999999999998,42.0356,-91.6458,Oil,,,,1992.0000000000005,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63070,2019.0,0.3,0.109,0.0,0.16562,0.0,0.2254,0.22344,U.S. Energy Information Administration,,,,,9.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24946,USA,United States of America,Alliant SBD 9107 JBS USA,USA0054715,11.4,42.056,-92.8971,Oil,,,,1994.9473684210527,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.068,0.061,0.0,0.0,0.0,0.05292,0.01568,U.S. Energy Information Administration,,,,,6.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24947,USA,United States of America,Alliant SBD 9201 Norplex,USA0054712,2.1,43.0906,-91.5542,Oil,,,,2000.9047619047617,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63065,2019.0,0.068,0.038,0.0,0.0,0.0098,0.10878,0.1029,U.S. Energy Information Administration,,,,,1.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24948,USA,United States of America,Alliant SBD 9203 Profol,USA0054719,5.6,41.935,-91.6361,Oil,,,,2003.321428571429,American Profol Incorporated,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.00098,0.31164,0.32536,0.29596,0.23814,0.22246,0.19208,U.S. Energy Information Administration,,,,,3.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24949,USA,United States of America,Alliant SBD 9205 A Y McDonald,USA0054710,3.6,42.4906,-90.745,Oil,,,,1994.861111111111,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63064,2019.0,0.031,0.011,0.0,0.0,0.0,0.0147,0.01176,U.S. Energy Information Administration,,,,,2.1,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24950,USA,United States of America,Alliant SBD 9206 Donaldson,USA0054718,1.6,43.3744,-92.1331,Oil,,,,1995.0,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63071,2019.0,0.035,0.015,0.0,0.00784,0.0,0.00588,0.0049,U.S. Energy Information Administration,,,,,0.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24951,USA,United States of America,Alliant SBD 9301 Prairie Farms,USA0054735,3.5000000000000004,42.53,-90.6847,Oil,,,,1999.0285714285712,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.045,0.003,0.0,0.0294,0.0,0.0588,0.08526,U.S. Energy Information Administration,,,,,2.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24952,USA,United States of America,Alliant SBD 9302 Aegon NP,USA0054967,1.2,42.0264,-91.7042,Oil,,,,1995.0,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63083,2019.0,0.006,0.004,0.0,0.00294,0.0,0.00196,0.00294,U.S. Energy Information Administration,,,,,0.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24953,USA,United States of America,Alliant SBD 9403 Aegon DC,USA0054929,4.1,41.9167,-91.6542,Oil,,,,2002.6829268292684,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63074,2019.0,0.031,0.011,0.0,0.01078,0.0,0.01764,0.01274,U.S. Energy Information Administration,,,,,2.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24954,USA,United States of America,Alliant SBD 9502 Eaton,USA0054968,5.4,42.8381,-93.6033,Oil,,,,1997.3333333333333,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63075,2019.0,0.109,0.241,0.0,0.05488,0.00196,0.09506,0.14798,U.S. Energy Information Administration,,,,,3.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24955,USA,United States of America,Alliant SBD 9901 Wells Fargo,USA0056074,1.1,41.9244,-91.6385,Oil,,,,2001.0,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.007,0.002,0.0,0.00098,0.0,0.00098,0.00196,U.S. Energy Information Administration,,,,,0.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24956,USA,United States of America,Alliant SBD0201 Ingredion,USA0055996,6.1,41.9701,-91.6662,Oil,,,,2003.0,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.045,0.084,0.0,0.07546,0.0,0.02842,0.02842,U.S. Energy Information Administration,,,,,3.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24957,USA,United States of America,Alliant SBG 9802 Toyota,USA0056073,1.0,42.0277,-91.7111,Gas,,,,1999.0,Industrial Energy Applications Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.028,0.009,0.0,0.0205799999999999,0.0,0.00784,0.01274,U.S. Energy Information Administration,,,,,3.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24960,USA,United States of America,Almond Power Plant,USA0007315,223.5,37.5744,-120.985,Gas,,,,2008.456375838926,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35099,2019.0,161.12,217.636,196.883,111.901,182.098,169.77100000000002,282.00100000000003,U.S. Energy Information Administration,,,,,788.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24962,USA,United States of America,Alpaca,USA0058813,21.0,41.6631,-76.8056,Gas,,,,2017.0,Alpaca Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,56.937000000000005,62.982,45.095,U.S. Energy Information Administration,,,,,74.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24968,USA,United States of America,Alpine Power Plant,USA0059926,453.8,45.0637,-84.8253,Gas,,,,2016.0,Wolverine Power Supply Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68638,2019.0,,,,319.871,460.363,642.274,311.96500000000003,U.S. Energy Information Administration,,,,,1600.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24970,USA,United States of America,Alsey,USA0007818,173.0,39.5698,-90.436,Gas,Oil,,,2003.9942196531792,Prairie Power  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47105,2019.0,0.0,2.4170000000000003,10.296,7.713000000000001,16.103,21.066,15.027,U.S. Energy Information Administration,,,,,610.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24972,USA,United States of America,Alta Municipal Utilities,USA0001121,5.0,42.6736,-95.3026,Oil,,,,2003.8,City of Alta - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12957,2019.0,0.008,0.0,0.0,0.0,0.0,0.009,0.119,U.S. Energy Information Administration,,,,,2.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24982,USA,United States of America,AltaGas Ripon Energy Inc.,USA0050299,49.5,37.7325,-121.116,Gas,,,,1988.0,AltaGas Ripon Energy Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,116.824,112.81,46.707,10.941,19.296,9.868,5.377,U.S. Energy Information Administration,,,,,174.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24984,USA,United States of America,Altamont,USA0007990,7.2,39.0687,-88.7555,Oil,,,,2003.0,City of Altamont - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26814,2019.0,0.093,0.098,0.082,0.081,0.116,0.072,0.071,U.S. Energy Information Administration,,,,,4.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24990,USA,United States of America,Amalgamated Sugar LLC Nampa,USA0054690,8.2,43.6058,-116.5753,Gas,Coal,,,1962.6341463414635,Amalgamated Sugar Co-Nampa,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,51.93865,39.954,49.716,0.0,0.0,0.0,37.07534,U.S. Energy Information Administration,,,,,28.91,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24991,USA,United States of America,Amalgamated Sugar Twin Falls,USA0010504,10.2,42.5328,-114.4328,Coal,Gas,,,1976.352941176471,The Amalgamated Sugar Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,49.23266,46.019498,46.019498,51.971438,54.206056,47.641442,52.238403000000005,U.S. Energy Information Administration,,,,,47.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24992,USA,United States of America,Amana Society Service Company,USA0061850,21.600000000000005,41.7932,-91.8918,Oil,,,,2001.0,Amana Society Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,2.693,2.668,U.S. Energy Information Administration,,,,,12.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
24997,USA,United States of America,Amazon San Bernardino,USA0059800,1.1,34.0884,-117.2458,Gas,,,,2014.0,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57248,2019.0,,0.801,8.699,7.923,7.715,7.166,6.823,U.S. Energy Information Administration,,,,,3.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25000,USA,United States of America,Ambler,USA0060243,1.1,67.088,-157.8567,Oil,,,,1994.090909090909,Alaska Village Elec Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12664,2019.0,,,1.328,1.316,1.279,1.206,1.176,U.S. Energy Information Administration,,,,,0.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25020,USA,United States of America,American Crystal Sugar Crookston,USA0054212,6.5,47.7647,-96.6334,Coal,,,,1963.692307692308,American Crystal Sugar Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29235,2019.0,33.85106,0.0,32.83644,41.4384,39.68658,0.0,0.0,U.S. Energy Information Administration,,,,,30.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25021,USA,United States of America,American Crystal Sugar Drayton,USA0054213,6.0,48.5932,-97.1761,Coal,,,,1965.0,American Crystal Sugar Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59000,2019.0,35.83859,0.0,37.2674,33.85203,37.55549,0.0,0.0,U.S. Energy Information Administration,,,,,27.71,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25022,USA,United States of America,American Crystal Sugar East Grand Forks,USA0054214,7.5,47.9272,-97.0072,Coal,,,,1990.0,American Crystal Sugar Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,37.3935,37.35082,39.43438,40.68762,40.88938,0.0,0.0,U.S. Energy Information Administration,,,,,34.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
